Year_Month,Year,Month,Month_Name,Cohort_ID,City_Tier,Monthly_Income_INR,Essential_Groceries_INR,Essential_Rent_INR,Essential_Utilities_INR,Essential_Healthcare_INR,Essential_Education_INR,Discretionary_Dining_INR,Discretionary_Shopping_INR,Discretionary_Entertainment_INR,Festive_Seasonal_Expense_INR,Total_Monthly_Expenses_INR,Monthly_Savings_INR,Inflation_CPI_Pct,Festival_Season_Flag
2025-03,2025,3,Mar,COHORT_043,Tier 1,83000,13600,23000,4200,2500,3300,6200,3700,2800,16533,75833,7167,4.61,1
2025-04,2025,4,Apr,COHORT_043,Tier 1,83000,14800,23000,4200,2600,3300,5500,2900,2300,0,58600,24400,4.67,0
2025-05,2025,5,May,COHORT_043,Tier 1,83000,13600,23000,5800,3000,3300,5400,4700,1700,0,60500,22500,4.88,0
2025-06,2025,6,Jun,COHORT_043,Tier 1,83000,12200,23000,5800,3000,8300,5600,4400,2900,0,65200,17800,4.68,0
2025-07,2025,7,Jul,COHORT_043,Tier 1,83000,14900,23000,5800,1900,8300,4700,4500,2700,0,65800,17200,4.23,0
2025-08,2025,8,Aug,COHORT_043,Tier 1,83000,14100,23000,4200,2200,3300,4800,3000,3200,0,57800,25200,4.33,0
2025-09,2025,9,Sep,COHORT_043,Tier 1,83000,12400,23000,4200,2100,3300,3500,3000,2600,0,54100,28900,4.7,0
2025-10,2025,10,Oct,COHORT_043,Tier 1,83000,11700,23000,4200,3200,3300,8400,5000,2100,11499,72399,10601,4.11,1
2025-11,2025,11,Nov,COHORT_043,Tier 1,83000,14200,23000,4200,2200,3300,7300,7300,1900,20620,84020,0,4.51,1
2025-12,2025,12,Dec,COHORT_043,Tier 1,83000,14100,23000,4200,2500,3300,5700,4900,2700,0,60400,22600,4.41,0
2021-01,2021,1,Jan,COHORT_044,Tier 2,146000,25400,26500,7300,3800,5800,7800,5500,4600,0,86700,59300,4.96,0
2021-02,2021,2,Feb,COHORT_044,Tier 2,146000,21100,26500,7300,5400,5800,6400,6300,5700,0,84500,61500,4.76,0
2021-03,2021,3,Mar,COHORT_044,Tier 2,146000,21500,26500,7300,4000,5800,8200,10200,5200,30299,118999,27001,4.75,1
2021-04,2021,4,Apr,COHORT_044,Tier 2,146000,24300,26500,7300,3600,5800,9100,8600,4800,0,90000,56000,5.19,0
2021-05,2021,5,May,COHORT_044,Tier 2,146000,22400,26500,10200,5200,5800,6900,7800,3700,0,88500,57500,5.22,0
2021-06,2021,6,Jun,COHORT_044,Tier 2,146000,20800,26500,10200,3400,14600,8800,5300,4800,0,94400,51600,5.11,0
2021-07,2021,7,Jul,COHORT_044,Tier 2,146000,26000,26500,10200,4800,14600,9200,7600,3600,0,102500,43500,5.21,0
2021-08,2021,8,Aug,COHORT_044,Tier 2,146000,23600,26500,7300,4300,5800,7500,7300,4900,0,87200,58800,5.19,0
2021-09,2021,9,Sep,COHORT_044,Tier 2,146000,22100,26500,7300,3000,5800,9400,8300,5300,0,87700,58300,4.71,0
2021-10,2021,10,Oct,COHORT_044,Tier 2,146000,21400,26500,7300,5000,5800,11600,9600,5800,32613,125613,20387,5.17,1
2021-11,2021,11,Nov,COHORT_044,Tier 2,146000,21000,26500,7300,4300,5800,15000,6600,3800,18065,108365,37635,4.83,1
2021-12,2021,12,Dec,COHORT_044,Tier 2,146000,21600,26500,7300,3000,5800,8800,5400,5400,0,83800,62200,5.49,0
2022-01,2022,1,Jan,COHORT_044,Tier 2,158000,22500,28500,7900,3200,6300,6500,7500,5800,0,88200,69800,6.39,0
2022-02,2022,2,Feb,COHORT_044,Tier 2,158000,25700,28500,7900,3300,6300,10800,8600,6000,0,97100,60900,6.39,0
2022-03,2022,3,Mar,COHORT_044,Tier 2,158000,28200,28500,7900,3200,6300,12400,8800,6100,28841,130241,27759,6.38,1
2022-04,2022,4,Apr,COHORT_044,Tier 2,158000,22800,28500,7900,4100,6300,8500,7500,3700,0,89300,68700,6.59,0
2022-05,2022,5,May,COHORT_044,Tier 2,158000,28300,28500,11100,5700,6300,10500,9000,3700,0,103100,54900,6.53,0
2022-06,2022,6,Jun,COHORT_044,Tier 2,158000,23000,28500,11100,4300,15800,9500,6500,6100,0,104800,53200,6.71,0
2022-07,2022,7,Jul,COHORT_044,Tier 2,158000,22400,28500,11100,4700,15800,9100,6200,4100,0,101900,56100,7.08,0
2022-08,2022,8,Aug,COHORT_044,Tier 2,158000,23200,28500,7900,5400,6300,10400,6400,5300,0,93400,64600,7.06,0
2022-09,2022,9,Sep,COHORT_044,Tier 2,158000,26600,28500,7900,3900,6300,6600,6500,4800,0,91100,66900,6.69,0
2022-10,2022,10,Oct,COHORT_044,Tier 2,158000,24100,28500,7900,5700,6300,12400,8400,5800,39450,138550,19450,7.04,1
2022-11,2022,11,Nov,COHORT_044,Tier 2,158000,24600,28500,7900,3300,6300,12900,11400,4800,22119,121819,36181,7.02,1
2022-12,2022,12,Dec,COHORT_044,Tier 2,158000,27400,28500,7900,3200,6300,6800,6100,5600,0,91800,66200,6.38,0
2023-01,2023,1,Jan,COHORT_044,Tier 2,170000,24100,30500,8500,3600,6800,10100,8200,5900,0,97700,72300,5.59,0
2023-02,2023,2,Feb,COHORT_044,Tier 2,170000,26900,30500,8500,3600,6800,10500,5200,4300,0,96300,73700,5.76,0
2023-03,2023,3,Mar,COHORT_044,Tier 2,170000,30000,30500,8500,5500,6800,13800,6300,5800,20695,127895,42105,5.21,1
2023-04,2023,4,Apr,COHORT_044,Tier 2,170000,25000,30500,8500,4100,6800,8600,6500,4600,0,94600,75400,5.77,0
2023-05,2023,5,May,COHORT_044,Tier 2,170000,29000,30500,11900,6700,6800,7400,6300,6200,0,104800,65200,5.76,0
2023-06,2023,6,Jun,COHORT_044,Tier 2,170000,28500,30500,11900,5600,17000,7400,5500,4300,0,110700,59300,5.59,0
2023-07,2023,7,Jul,COHORT_044,Tier 2,170000,25400,30500,11900,5900,17000,9700,6800,5000,0,112200,57800,5.73,0
2023-08,2023,8,Aug,COHORT_044,Tier 2,170000,28700,30500,8500,5400,6800,7300,6900,6400,0,100500,69500,5.66,0
2023-09,2023,9,Sep,COHORT_044,Tier 2,170000,24800,30500,8500,5800,6800,8800,6600,6200,0,98000,72000,5.42,0
2023-10,2023,10,Oct,COHORT_044,Tier 2,170000,24500,30500,8500,3800,6800,14400,10600,6100,24793,129993,40007,5.32,1
2023-11,2023,11,Nov,COHORT_044,Tier 2,170000,25600,30500,8500,5600,6800,15300,12100,5000,41887,151287,18713,5.5,1
2023-12,2023,12,Dec,COHORT_044,Tier 2,170000,28600,30500,8500,5400,6800,9700,5900,4600,0,100000,70000,5.24,0
2024-01,2024,1,Jan,COHORT_044,Tier 2,181000,30600,32500,9000,6300,7200,9100,7200,6400,0,108300,72700,4.71,0
2024-02,2024,2,Feb,COHORT_044,Tier 2,181000,30300,32500,9000,3900,7200,8200,5500,6700,0,103300,77700,5.09,0
2024-03,2024,3,Mar,COHORT_044,Tier 2,181000,28200,32500,9000,6600,7200,14300,12200,4100,34748,148848,32152,4.74,1
2024-04,2024,4,Apr,COHORT_044,Tier 2,181000,31400,32500,9000,5600,7200,11500,7100,6800,0,111100,69900,4.74,0
2024-05,2024,5,May,COHORT_044,Tier 2,181000,25600,32500,12700,5400,7200,9900,8200,5700,0,107200,73800,4.82,0
2024-06,2024,6,Jun,COHORT_044,Tier 2,181000,28100,32500,12700,6700,18100,10100,8100,4700,0,121000,60000,4.59,0
2024-07,2024,7,Jul,COHORT_044,Tier 2,181000,31300,32500,12700,5900,18100,12300,9500,6900,0,129200,51800,4.82,0
2024-08,2024,8,Aug,COHORT_044,Tier 2,181000,27800,32500,9000,6500,7200,8100,9500,5600,0,106200,74800,4.45,0
2024-09,2024,9,Sep,COHORT_044,Tier 2,181000,29500,32500,9000,5100,7200,8100,6300,7200,0,104900,76100,4.66,0
2024-10,2024,10,Oct,COHORT_044,Tier 2,181000,29400,32500,9000,6800,7200,16600,14500,4400,39290,159690,21310,5.04,1
2024-11,2024,11,Nov,COHORT_044,Tier 2,181000,25800,32500,9000,6300,7200,11500,11000,4100,28842,136242,44758,4.81,1
2024-12,2024,12,Dec,COHORT_044,Tier 2,181000,30100,32500,9000,7200,7200,7700,6900,6400,0,107000,74000,5.16,0
2025-01,2025,1,Jan,COHORT_044,Tier 2,193000,31700,34500,9600,4600,7700,13100,8200,4200,0,113600,79400,4.57,0
2025-02,2025,2,Feb,COHORT_044,Tier 2,193000,30500,34500,9600,6500,7700,9100,7500,5600,0,111000,82000,4.44,0
2025-03,2025,3,Mar,COHORT_044,Tier 2,193000,29900,34500,9600,4600,7700,15700,11500,6700,23237,143437,49563,4.19,1
2025-04,2025,4,Apr,COHORT_044,Tier 2,193000,32300,34500,9600,7700,7700,11900,11400,7300,0,122400,70600,4.18,0
2025-05,2025,5,May,COHORT_044,Tier 2,193000,30300,34500,13500,5900,7700,12400,8600,6400,0,119300,73700,4.83,0
2025-06,2025,6,Jun,COHORT_044,Tier 2,193000,29800,34500,13500,6300,19300,10900,11200,4300,0,129800,63200,4.87,0
2025-07,2025,7,Jul,COHORT_044,Tier 2,193000,32900,34500,13500,7500,19300,13300,6000,5900,0,132900,60100,4.36,0
2025-08,2025,8,Aug,COHORT_044,Tier 2,193000,27700,34500,9600,7200,7700,12100,8900,3900,0,111600,81400,4.77,0
2025-09,2025,9,Sep,COHORT_044,Tier 2,193000,27100,34500,9600,6500,7700,9700,8600,4100,0,107800,85200,4.36,0
2025-10,2025,10,Oct,COHORT_044,Tier 2,193000,31200,34500,9600,7600,7700,12100,14100,4300,42053,163153,29847,4.17,1
2025-11,2025,11,Nov,COHORT_044,Tier 2,193000,32900,34500,9600,5100,7700,12700,17200,6500,25093,151293,41707,4.15,1
2025-12,2025,12,Dec,COHORT_044,Tier 2,193000,30300,34500,9600,5300,7700,10200,11300,5500,0,114400,78600,4.22,0
2021-01,2021,1,Jan,COHORT_045,Tier 3,114000,18100,20500,5700,3500,4600,4800,4600,2900,0,64700,49300,5.42,0
2021-02,2021,2,Feb,COHORT_045,Tier 3,114000,17500,20500,5700,4500,4600,7100,4800,3700,0,68400,45600,4.97,0
2021-03,2021,3,Mar,COHORT_045,Tier 3,114000,17400,20500,5700,4500,4600,7900,7400,3000,24840,95840,18160,4.91,1
2021-04,2021,4,Apr,COHORT_045,Tier 3,114000,18100,20500,5700,3000,4600,4800,3500,3100,0,63300,50700,5.21,0
2021-05,2021,5,May,COHORT_045,Tier 3,114000,17500,20500,8000,4300,4600,6900,6500,2900,0,71200,42800,5.32,0
2021-06,2021,6,Jun,COHORT_045,Tier 3,114000,19400,20500,8000,3100,11400,5300,6800,4200,0,78700,35300,4.71,0
2021-07,2021,7,Jul,COHORT_045,Tier 3,114000,17400,20500,8000,3100,11400,6800,6400,2400,0,76000,38000,5.3,0
2021-08,2021,8,Aug,COHORT_045,Tier 3,114000,16900,20500,5700,2300,4600,7400,4700,3500,0,65600,48400,5.3,0
2021-09,2021,9,Sep,COHORT_045,Tier 3,114000,19100,20500,5700,3500,4600,7200,4200,2500,0,67300,46700,5.17,0
2021-10,2021,10,Oct,COHORT_045,Tier 3,114000,16900,20500,5700,3400,4600,9400,7900,4400,17612,90412,23588,4.75,1
2021-11,2021,11,Nov,COHORT_045,Tier 3,114000,19500,20500,5700,2600,4600,11300,9200,3400,14439,91239,22761,4.82,1
2021-12,2021,12,Dec,COHORT_045,Tier 3,114000,16600,20500,5700,2500,4600,6400,5400,2600,0,64300,49700,5.31,0
2022-01,2022,1,Jan,COHORT_045,Tier 3,124000,21000,22500,6200,3000,5000,5000,6500,4700,0,73900,50100,6.83,0
2022-02,2022,2,Feb,COHORT_045,Tier 3,124000,17500,22500,6200,4000,5000,5400,4900,3400,0,68900,55100,6.55,0
2022-03,2022,3,Mar,COHORT_045,Tier 3,124000,18100,22500,6200,3100,5000,8600,7000,2800,16735,90035,33965,6.57,1
2022-04,2022,4,Apr,COHORT_045,Tier 3,124000,19800,22500,6200,2500,5000,8600,4400,3100,0,72100,51900,6.52,0
2022-05,2022,5,May,COHORT_045,Tier 3,124000,18100,22500,8700,4700,5000,6400,6300,3300,0,75000,49000,6.69,0
2022-06,2022,6,Jun,COHORT_045,Tier 3,124000,22200,22500,8700,2900,12400,5600,4200,2700,0,81200,42800,6.5,0
2022-07,2022,7,Jul,COHORT_045,Tier 3,124000,18300,22500,8700,4700,12400,7200,6400,3300,0,83500,40500,6.56,0
2022-08,2022,8,Aug,COHORT_045,Tier 3,124000,18900,22500,6200,4000,5000,6000,7100,4300,0,74000,50000,6.81,0
2022-09,2022,9,Sep,COHORT_045,Tier 3,124000,20000,22500,6200,3500,5000,5400,5800,3000,0,71400,52600,6.61,0
2022-10,2022,10,Oct,COHORT_045,Tier 3,124000,19400,22500,6200,4600,5000,9700,8800,2500,15317,94017,29983,6.81,1
2022-11,2022,11,Nov,COHORT_045,Tier 3,124000,17600,22500,6200,3700,5000,10100,9200,3500,29088,106888,17112,6.66,1
2022-12,2022,12,Dec,COHORT_045,Tier 3,124000,21700,22500,6200,3100,5000,5600,4200,3000,0,71300,52700,6.52,0
2023-01,2023,1,Jan,COHORT_045,Tier 3,133000,23700,24000,6600,3300,5300,5400,5000,2900,0,76200,56800,5.14,0
2023-02,2023,2,Feb,COHORT_045,Tier 3,133000,19300,24000,6600,4800,5300,6700,6900,3200,0,76800,56200,5.79,0
2023-03,2023,3,Mar,COHORT_045,Tier 3,133000,20100,24000,6600,2900,5300,9100,5300,3800,17989,95089,37911,5.58,1
2023-04,2023,4,Apr,COHORT_045,Tier 3,133000,19000,24000,6600,4100,5300,5900,7700,4800,0,77400,55600,5.51,0
2023-05,2023,5,May,COHORT_045,Tier 3,133000,23700,24000,9300,3700,5300,6000,5000,3000,0,80000,53000,5.32,0
2023-06,2023,6,Jun,COHORT_045,Tier 3,133000,21500,24000,9300,3000,13300,5700,4800,3900,0,85500,47500,5.38,0
2023-07,2023,7,Jul,COHORT_045,Tier 3,133000,23900,24000,9300,4300,13300,6700,5400,2700,0,89600,43400,5.41,0
2023-08,2023,8,Aug,COHORT_045,Tier 3,133000,22100,24000,6600,3200,5300,5400,7400,3500,0,77500,55500,5.48,0
2023-09,2023,9,Sep,COHORT_045,Tier 3,133000,19800,24000,6600,5100,5300,6400,6400,5300,0,78900,54100,5.67,0
2023-10,2023,10,Oct,COHORT_045,Tier 3,133000,22300,24000,6600,2800,5300,13100,8800,5200,22972,111072,21928,5.06,1
2023-11,2023,11,Nov,COHORT_045,Tier 3,133000,19400,24000,6600,4000,5300,11100,9700,5300,31397,116797,16203,5.05,1
2023-12,2023,12,Dec,COHORT_045,Tier 3,133000,19600,24000,6600,3700,5300,7800,5400,5200,0,77600,55400,5.49,0
2024-01,2024,1,Jan,COHORT_045,Tier 3,142000,24700,25500,7100,4000,5700,8300,5600,3200,0,84100,57900,4.7,0
2024-02,2024,2,Feb,COHORT_045,Tier 3,142000,25000,25500,7100,5200,5700,5800,7400,5300,0,87000,55000,5.11,0
2024-03,2024,3,Mar,COHORT_045,Tier 3,142000,20500,25500,7100,3300,5700,9400,8800,3500,29307,113107,28893,4.63,1
2024-04,2024,4,Apr,COHORT_045,Tier 3,142000,20000,25500,7100,5500,5700,8100,4300,3400,0,79600,62400,4.75,0
2024-05,2024,5,May,COHORT_045,Tier 3,142000,20200,25500,9900,5400,5700,9200,5500,3600,0,85000,57000,5.03,0
2024-06,2024,6,Jun,COHORT_045,Tier 3,142000,24500,25500,9900,3200,14200,6900,5700,4900,0,94800,47200,5.05,0
2024-07,2024,7,Jul,COHORT_045,Tier 3,142000,22900,25500,9900,4100,14200,8100,6800,2900,0,94400,47600,4.66,0
2024-08,2024,8,Aug,COHORT_045,Tier 3,142000,24300,25500,7100,4500,5700,6400,6100,3900,0,83500,58500,4.85,0
2024-09,2024,9,Sep,COHORT_045,Tier 3,142000,24800,25500,7100,5000,5700,9700,8400,4200,0,90400,51600,4.52,0
2024-10,2024,10,Oct,COHORT_045,Tier 3,142000,22500,25500,7100,4100,5700,12300,10500,5500,29873,123073,18927,4.69,1
2024-11,2024,11,Nov,COHORT_045,Tier 3,142000,20200,25500,7100,3500,5700,10200,11500,5000,18637,107337,34663,5.11,1
2024-12,2024,12,Dec,COHORT_045,Tier 3,142000,22500,25500,7100,5200,5700,7400,8300,5100,0,86800,55200,5.07,0
2025-01,2025,1,Jan,COHORT_045,Tier 3,151000,23300,27000,7600,6000,6000,8200,4500,3100,0,85700,65300,4.46,0
2025-02,2025,2,Feb,COHORT_045,Tier 3,151000,22900,27000,7600,4400,6000,7100,7100,4500,0,86600,64400,4.36,0
2025-03,2025,3,Mar,COHORT_045,Tier 3,151000,21800,27000,7600,3100,6000,10400,10300,4800,31166,122166,28834,4.89,1
2025-04,2025,4,Apr,COHORT_045,Tier 3,151000,24300,27000,7600,5100,6000,9900,7600,4600,0,92100,58900,4.36,0
2025-05,2025,5,May,COHORT_045,Tier 3,151000,21500,27000,10600,3800,6000,7800,5600,4200,0,86500,64500,4.87,0
2025-06,2025,6,Jun,COHORT_045,Tier 3,151000,25500,27000,10600,3700,15100,6300,7000,3200,0,98400,52600,4.57,0
2025-07,2025,7,Jul,COHORT_045,Tier 3,151000,24200,27000,10600,3000,15100,8200,7400,5300,0,100800,50200,4.52,0
2025-08,2025,8,Aug,COHORT_045,Tier 3,151000,27000,27000,7600,4900,6000,6600,7400,3200,0,89700,61300,4.49,0
2025-09,2025,9,Sep,COHORT_045,Tier 3,151000,22400,27000,7600,5700,6000,8400,4700,5100,0,86900,64100,4.17,0
2025-10,2025,10,Oct,COHORT_045,Tier 3,151000,25700,27000,7600,4500,6000,11000,12100,3100,30629,127629,23371,4.85,1
2025-11,2025,11,Nov,COHORT_045,Tier 3,151000,26800,27000,7600,4200,6000,13500,10500,3900,27739,127239,23761,4.85,1
2025-12,2025,12,Dec,COHORT_045,Tier 3,151000,27100,27000,7600,4700,6000,9600,4800,5500,0,92300,58700,4.6,0
2021-01,2021,1,Jan,COHORT_046,Tier 3,119000,20000,21500,6000,3200,4800,6300,5500,4600,0,71900,47100,5.16,0
2021-02,2021,2,Feb,COHORT_046,Tier 3,119000,20700,21500,6000,2600,4800,7000,3800,4700,0,71100,47900,4.74,0
2021-03,2021,3,Mar,COHORT_046,Tier 3,119000,18200,21500,6000,4400,4800,7400,6800,2600,26858,98558,20442,5.46,1
2021-04,2021,4,Apr,COHORT_046,Tier 3,119000,18900,21500,6000,4300,4800,7100,4300,3600,0,70500,48500,4.81,0
2021-05,2021,5,May,COHORT_046,Tier 3,119000,19500,21500,8300,3600,4800,5600,4500,3300,0,71100,47900,4.8,0
2021-06,2021,6,Jun,COHORT_046,Tier 3,119000,19800,21500,8300,4100,11900,7700,5800,3900,0,83000,36000,4.72,0
2021-07,2021,7,Jul,COHORT_046,Tier 3,119000,20200,21500,8300,3200,11900,4900,4000,2600,0,76600,42400,5.28,0
2021-08,2021,8,Aug,COHORT_046,Tier 3,119000,20100,21500,6000,4300,4800,7200,5100,3400,0,72400,46600,4.79,0
2021-09,2021,9,Sep,COHORT_046,Tier 3,119000,20900,21500,6000,4500,4800,7500,6900,3000,0,75100,43900,4.86,0
2021-10,2021,10,Oct,COHORT_046,Tier 3,119000,19800,21500,6000,4300,4800,11000,5600,3800,27089,103889,15111,5.05,1
2021-11,2021,11,Nov,COHORT_046,Tier 3,119000,19000,21500,6000,4400,4800,10100,6500,2800,16724,91824,27176,4.71,1
2021-12,2021,12,Dec,COHORT_046,Tier 3,119000,17700,21500,6000,4400,4800,6000,5800,3500,0,69700,49300,5.15,0
2022-01,2022,1,Jan,COHORT_046,Tier 3,128000,22200,23000,6400,3500,5100,6400,4500,4100,0,75200,52800,6.91,0
2022-02,2022,2,Feb,COHORT_046,Tier 3,128000,20000,23000,6400,2900,5100,8600,3900,2800,0,72700,55300,6.81,0
2022-03,2022,3,Mar,COHORT_046,Tier 3,128000,18600,23000,6400,3600,5100,10500,6800,2800,19956,96756,31244,7.09,1
2022-04,2022,4,Apr,COHORT_046,Tier 3,128000,19500,23000,6400,2800,5100,6600,6500,4700,0,74600,53400,6.82,0
2022-05,2022,5,May,COHORT_046,Tier 3,128000,18200,23000,9000,3800,5100,7000,7200,4000,0,77300,50700,6.81,0
2022-06,2022,6,Jun,COHORT_046,Tier 3,128000,19400,23000,9000,4300,12800,6200,6900,2700,0,84300,43700,7.03,0
2022-07,2022,7,Jul,COHORT_046,Tier 3,128000,18500,23000,9000,3900,12800,8300,6100,3000,0,84600,43400,6.64,0
2022-08,2022,8,Aug,COHORT_046,Tier 3,128000,22500,23000,6400,4500,5100,8500,7000,3100,0,80100,47900,6.9,0
2022-09,2022,9,Sep,COHORT_046,Tier 3,128000,22900,23000,6400,3500,5100,6100,5800,3600,0,76400,51600,6.63,0
2022-10,2022,10,Oct,COHORT_046,Tier 3,128000,21700,23000,6400,2600,5100,8600,10000,4100,27932,109432,18568,7.03,1
2022-11,2022,11,Nov,COHORT_046,Tier 3,128000,20400,23000,6400,3100,5100,11100,11300,3400,21600,105400,22600,6.52,1
2022-12,2022,12,Dec,COHORT_046,Tier 3,128000,20400,23000,6400,2700,5100,7400,6500,3800,0,75300,52700,6.68,0
2023-01,2023,1,Jan,COHORT_046,Tier 3,138000,22700,25000,6900,5200,5500,8500,7300,3100,0,84200,53800,5.48,0
2023-02,2023,2,Feb,COHORT_046,Tier 3,138000,20400,25000,6900,4400,5500,7700,5700,5300,0,80900,57100,5.75,0
2023-03,2023,3,Mar,COHORT_046,Tier 3,138000,22000,25000,6900,4100,5500,7100,9200,4800,24260,108860,29140,5.16,1
2023-04,2023,4,Apr,COHORT_046,Tier 3,138000,23800,25000,6900,3600,5500,6800,7100,4500,0,83200,54800,5.07,0
2023-05,2023,5,May,COHORT_046,Tier 3,138000,22400,25000,9700,5500,5500,7900,5400,5000,0,86400,51600,5.21,0
2023-06,2023,6,Jun,COHORT_046,Tier 3,138000,24800,25000,9700,4900,13800,9200,5200,2900,0,95500,42500,5.27,0
2023-07,2023,7,Jul,COHORT_046,Tier 3,138000,22600,25000,9700,3200,13800,7000,5400,3200,0,89900,48100,5.71,0
2023-08,2023,8,Aug,COHORT_046,Tier 3,138000,22700,25000,6900,4800,5500,8100,4200,3800,0,81000,57000,5.03,0
2023-09,2023,9,Sep,COHORT_046,Tier 3,138000,19600,25000,6900,5500,5500,7400,6300,5200,0,81400,56600,5.71,0
2023-10,2023,10,Oct,COHORT_046,Tier 3,138000,22200,25000,6900,4700,5500,11600,8900,5000,33215,123015,14985,5.62,1
2023-11,2023,11,Nov,COHORT_046,Tier 3,138000,20400,25000,6900,3100,5500,11400,9400,4500,29592,115792,22208,5.54,1
2023-12,2023,12,Dec,COHORT_046,Tier 3,138000,23100,25000,6900,5500,5500,6100,8000,5400,0,85500,52500,5.78,0
2024-01,2024,1,Jan,COHORT_046,Tier 3,147000,23900,26500,7400,4500,5900,7400,8200,3500,0,87300,59700,4.88,0
2024-02,2024,2,Feb,COHORT_046,Tier 3,147000,24100,26500,7400,4400,5900,6300,7500,3000,0,85100,61900,4.57,0
2024-03,2024,3,Mar,COHORT_046,Tier 3,147000,25200,26500,7400,5200,5900,11600,9700,3700,18919,114119,32881,4.63,1
2024-04,2024,4,Apr,COHORT_046,Tier 3,147000,25200,26500,7400,5000,5900,6200,5300,4400,0,85900,61100,5.06,0
2024-05,2024,5,May,COHORT_046,Tier 3,147000,25000,26500,10300,3500,5900,8600,7100,4900,0,91800,55200,4.98,0
2024-06,2024,6,Jun,COHORT_046,Tier 3,147000,20800,26500,10300,4300,14700,7100,7100,5300,0,96100,50900,4.49,0
2024-07,2024,7,Jul,COHORT_046,Tier 3,147000,25000,26500,10300,3000,14700,8300,6200,5300,0,99300,47700,5.1,0
2024-08,2024,8,Aug,COHORT_046,Tier 3,147000,24800,26500,7400,4500,5900,8300,8300,5800,0,91500,55500,4.88,0
2024-09,2024,9,Sep,COHORT_046,Tier 3,147000,21200,26500,7400,3300,5900,8100,5700,4400,0,82500,64500,4.61,0
2024-10,2024,10,Oct,COHORT_046,Tier 3,147000,23800,26500,7400,3800,5900,9000,11800,3200,33229,124629,22371,4.63,1
2024-11,2024,11,Nov,COHORT_046,Tier 3,147000,25900,26500,7400,5600,5900,13900,8000,5700,29348,128248,18752,4.74,1
2024-12,2024,12,Dec,COHORT_046,Tier 3,147000,24000,26500,7400,3100,5900,9700,4600,3900,0,85100,61900,4.41,0
2025-01,2025,1,Jan,COHORT_046,Tier 3,157000,24700,28500,7800,3600,6300,8600,9400,4900,0,93800,63200,4.57,0
2025-02,2025,2,Feb,COHORT_046,Tier 3,157000,24600,28500,7800,5900,6300,6600,6800,4500,0,91000,66000,4.42,0
2025-03,2025,3,Mar,COHORT_046,Tier 3,157000,25800,28500,7800,3900,6300,11100,10700,6000,32678,132778,24222,4.4,1
2025-04,2025,4,Apr,COHORT_046,Tier 3,157000,24900,28500,7800,4300,6300,9300,7600,4400,0,93100,63900,4.23,0
2025-05,2025,5,May,COHORT_046,Tier 3,157000,27100,28500,11000,5300,6300,9600,7600,4900,0,100300,56700,4.72,0
2025-06,2025,6,Jun,COHORT_046,Tier 3,157000,23900,28500,11000,4600,15700,9200,7300,5300,0,105500,51500,4.83,0
2025-07,2025,7,Jul,COHORT_046,Tier 3,157000,22200,28500,11000,3800,15700,6500,9200,4500,0,101400,55600,4.41,0
2025-08,2025,8,Aug,COHORT_046,Tier 3,157000,22200,28500,7800,5700,6300,10400,6300,3800,0,91000,66000,4.8,0
2025-09,2025,9,Sep,COHORT_046,Tier 3,157000,23700,28500,7800,4500,6300,10100,4700,4500,0,90100,66900,4.62,0
2025-10,2025,10,Oct,COHORT_046,Tier 3,157000,27900,28500,7800,6100,6300,10800,7600,4600,27642,127242,29758,4.77,1
2025-11,2025,11,Nov,COHORT_046,Tier 3,157000,27300,28500,7800,3600,6300,14300,7500,5300,33375,133975,23025,4.6,1
2025-12,2025,12,Dec,COHORT_046,Tier 3,157000,27800,28500,7800,5800,6300,9000,6400,3500,0,95100,61900,4.12,0
2021-01,2021,1,Jan,COHORT_047,Tier 1,56000,9700,15500,2800,1400,2200,3600,1800,1300,0,38300,17700,4.93,0
2021-02,2021,2,Feb,COHORT_047,Tier 1,56000,8100,15500,2800,1100,2200,2800,1900,1600,0,36000,20000,4.83,0
2021-03,2021,3,Mar,COHORT_047,Tier 1,56000,9700,15500,2800,2100,2200,4000,3600,1600,12395,53895,2105,5.05,1
2021-04,2021,4,Apr,COHORT_047,Tier 1,56000,9800,15500,2800,1500,2200,3400,3000,2100,0,40300,15700,4.79,0
2021-05,2021,5,May,COHORT_047,Tier 1,56000,8200,15500,3900,1700,2200,3800,2600,2000,0,39900,16100,5.23,0
2021-06,2021,6,Jun,COHORT_047,Tier 1,56000,8500,15500,3900,1500,5600,3700,1900,2100,0,42700,13300,4.71,0
2021-07,2021,7,Jul,COHORT_047,Tier 1,56000,9600,15500,3900,1500,5600,2900,3300,1900,0,44200,11800,4.87,0
2021-08,2021,8,Aug,COHORT_047,Tier 1,56000,8200,15500,2800,1800,2200,2900,1900,1400,0,36700,19300,5.29,0
2021-09,2021,9,Sep,COHORT_047,Tier 1,56000,9600,15500,2800,1300,2200,3100,2800,2200,0,39500,16500,5.35,0
2021-10,2021,10,Oct,COHORT_047,Tier 1,56000,10000,15500,2800,2100,2200,5300,3000,2200,10463,53563,2437,5.06,1
2021-11,2021,11,Nov,COHORT_047,Tier 1,56000,9400,15500,2800,1800,2200,4700,2600,1900,8224,49124,6876,5.38,1
2021-12,2021,12,Dec,COHORT_047,Tier 1,56000,10000,15500,2800,2000,2200,3600,2500,1800,0,40400,15600,5.14,0
